epoch,loss,lr,pi_accuracy,pi_loss,v_accuracy,v_loss
89,4.735071659088135,1e-04,0.016002032905817032,4.368862152099609,0.15692152082920074,0.13195624947547913
90,4.735067367553711,1e-04,0.016002032905817032,4.368860244750977,0.15692152082920074,0.1319563239812851
91,4.735063552856445,1e-04,0.016002032905817032,4.3688578605651855,0.15692152082920074,0.13195621967315674
92,4.7350592613220215,1e-04,0.016002032905817032,4.368855953216553,0.15692152082920074,0.1319562792778015
93,4.735055446624756,1e-04,0.016002032905817032,4.36885404586792,0.15692152082920074,0.13195623457431793
94,4.73505163192749,1e-04,0.016002032905817032,4.368851184844971,0.15692152082920074,0.13195624947547913
95,4.735047340393066,1e-04,0.016002032905817032,4.368849277496338,0.15692152082920074,0.13195621967315674
96,4.735042572021484,1e-04,0.016002032905817032,4.368847370147705,0.15692152082920074,0.13195623457431793
97,4.735039234161377,1e-04,0.016002032905817032,4.368844509124756,0.15692152082920074,0.1319562792778015
98,4.7350358963012695,1e-04,0.016002032905817032,4.368842601776123,0.15692152082920074,0.13195635378360748
99,4.735031604766846,1e-04,0.016002032905817032,4.368840217590332,0.15692152082920074,0.1319563090801239
